id,title,rating,reviews,initial_price,final_price,stock,favorite,seller_name,breadcrumb,seller_rating,seller_products,seller_chats_responded_percentage,seller_chat_time_reply,seller_joined_date,seller_followers,sold,brand,gmv_cal,shipped_from,heel_height,material,toe_type,wide_fit,country_of_origin,shoe_model,fastener_type,occasion,variations_count,voucher_status,image_count,video_count,discount
18757116245,NEW!! Ando Skipper 02 Toska - Sandal Jepit Pria Terbaru 2022,4.89,18,77900.0,74607.90044073203,10,69.52744494156859,ANDO ,"[""Shopee"",""Men Shoes"",""Sandals & Flip Flops"",""Flip Flops""]",4.82,718,78.52725583810343,1.0,6 tahun lalu,121151.72448958732,44,Unknown,2399320.0,Java,Other,Other,Other,No,Other,Other,Other,Other,5,0,8,0,23370.0
27277036766,"[BEST SELLER] Sandal Pria Dewasa PORTO 3062M Karet Velcro Kekinian - Shoes - GreyBlack, 40",0.0,0,440000.0,514205.0802383394,0,74.9411898761779,saturdymayyumi,"[""Sepatu Pria"",""Sandal"",""Sandal Slide""]",0.0,754,98.18637429897868,2.85,Tue Feb 11 2025 08:51:08 GMT+0000 (Coordinated Universal Time),0.0,0,Unknown,0.0,Jabodetabek,Other,Other,Other,No,Other,Other,Other,Other,9,0,9,0,0.0
18566259303,PVC Sandal Slop Wanita Tali Jelly Hak Tebal Bahan Karet Empuk Elastis Motif Double Strap Pengait Velcro 2201-K16,4.73,15,100000.0,43696.59430956961,9,76.83473841981497,Cherialy Collection,"[""Shopee"",""Women Shoes"",""Slip Ons, Mary Janes & Mules""]",4.74,577,90.77931039962549,1.0,4 tahun lalu,245487.0216618385,50,Unknown,2249500.0,Jabodetabek,Medium,Rubber/EVA/Phylon,Open Toe,Yes,Other,Other,Slip-On,Casual,9,0,4,0,55010.0
23675575677,Sandal Wanita Slop Terbaru 2023 Yoona Korea Permata Aksesoris Lucu Sendal Platform Wanita Slip On Kekinian Sandal Tinggi Fuji,5.0,4,247500.0,214006.8250924367,0,118.34431957579864,Lilac.BeYou,"[""Shopee"",""Women Shoes"",""Flat Sandals & Flip Flops"",""Other Flat Sandals & Flip Flops""]",4.78,174,100.0,1.0,20 bulan lalu,0.0,9,Unknown,891000.0,Unknown,Other,Other,Other,No,Other,Other,Other,Other,10,0,8,1,148500.0
16274367679,sandal slop wedges wanita sendal karet perempuan kekinian,4.84,49,50000.0,2000.0,54,0.0,KakiLima.Colection,"[""Shopee"",""Women Shoes"",""Wedges""]",4.83,391,98.11301022139531,1.0,4 tahun lalu,232064.70694735783,157,Unknown,4537300.0,Jabodetabek,Medium,Rubber/EVA/Phylon,Pointed Toe,No,China,Slides,Slip-On,Formal / Party,0,0,8,1,21100.0
17419163876,Ando Thunder Sandal Jepit Fashion Premium Sendal Full Karet Cowok Original,4.85,48,82900.0,147081.81400668633,0,0.0,JAYA_FOOTWEAR,"[""Shopee"",""Men Shoes"",""Sandals & Flip Flops"",""Flip Flops""]",4.87,162,65.8786621381002,1.0,20 bulan lalu,0.0,78,Unknown,5496270.0,Unknown,Other,Other,Other,No,Other,Other,Other,Other,12,0,6,0,12435.0
19424749542,H&N Online Shop - Sandal Flip Flop ANDO VIKING - SIze Besar - 39/40 dan 41/42 dan 43/44!,4.75,20,99900.0,168460.1378826709,0,0.0,H&N online shop,"[""Shopee"",""Men Shoes"",""Sandals & Flip Flops"",""Sandals""]",4.88,157,98.7239829622072,0.5,25 bulan lalu,0.0,28,Unknown,2377620.0,Unknown,Other,Other,Other,No,Other,Other,Other,Other,5,0,8,0,14985.0
17104121555,Sendal Flip Flop Pria Boyscode Japan Original | Sendal Slop pria | Sandal Slipper Pria | Sendal slop karet original | Sendal Slop Ori Sendal Distro | Sandal High Quality,4.92,24,119900.0,130634.84471842086,9961,0.0,Uniqoo.id,"[""Shopee"",""Men Shoes"",""Sandals & Flip Flops"",""Sandals""]",4.69,58,94.63157761799069,1.0,3 tahun lalu,0.0,49,Unknown,3172554.0,Jabodetabek,Other,Synthetic,Other,No,Indonesia,Slides,Other,Other,9,0,8,1,55154.0
1866836774,Sandal Selop Kulit Wanita SL02 | Sandal Selop Kasual Kulit Wanita | Sandal Selop Bustong Wanita,4.3,10,150000.0,98853.8901066503,103,114.8270700768342,Bang Zack Fashion,"[""Shopee"",""Women Shoes"",""Slip Ons, Mary Janes & Mules""]",4.72,152,82.34324960832843,1.0,5 tahun lalu,0.0,16,Unknown,940800.0,Java,Flat,Leather,Round Toe,Yes,Indonesia,Sandal Casual,Velcro,Casual,6,0,7,0,91200.0
19782500200,Sandal Wanita Selop Dewasa Tali Terbaru INARA Casual Platform Premium Sepatu Sendal Slip On Cewek Anti Slip Ringan Kekinian Fashion Korea,5.0,8,112250.0,36876.11464539826,0,0.0,Limitless_tbk,"[""Shopee"",""Women Shoes"",""Flat Sandals & Flip Flops"",""Indoor Slippers""]",4.83,239,96.01711463440188,1.0,31 bulan lalu,118399.81765241802,14,Unknown,628600.0,Unknown,Other,Other,Other,No,Other,Other,Other,Other,14,0,8,1,67350.0
